ADOPTIONNUMBER,ANIMALID,OWNERID,RETAILERID,MOVEMENTDATE,RETURNDATE,RETURNEDREASONID,RETURNEDBYOWNERID
15039,8471,10459,0,12/8/19,None,13,0
15059,8356,10485,0,12/9/19,None,13,0
15062,8218,67,0,12/10/19,None,0,0
15065,8343,10494,0,12/10/19,None,13,0
14959,7916,7445,0,11/29/19,12/10/19,4,7445
14788,5658,10269,0,11/13/19,12/10/19,4,10269
15064,8374,10497,0,12/10/19,None,13,0
15066,8342,10482,0,12/10/19,None,13,0
15074,8322,10437,0,12/11/19,None,13,0
4761,2643,4028,0,2/12/17,12/11/19,5,0
15075,8052,6654,0,12/12/19,None,13,0
15076,8120,10162,0,12/12/19,None,0,0
15080,8324,10493,0,12/12/19,None,13,0
15081,8326,10493,0,12/12/19,None,13,0
15088,8368,10476,0,12/13/19,None,13,0
15089,8361,10463,0,12/13/19,None,13,0
15092,8183,10489,0,12/13/19,None,13,0
15055,8357,1201,0,12/13/19,None,13,0
15093,8411,10456,0,12/13/19,None,13,0
15095,8327,10527,0,12/13/19,None,13,0
15097,8455,10366,0,12/13/19,9/25/20,18,10366
15120,8311,1564,0,1/8/20,None,13,0
15098,8460,10519,0,12/13/19,None,13,0
15103,8364,10529,0,12/13/19,None,13,0
15104,8365,10529,0,12/13/19,None,13,0
15409,58,10703,0,1/11/20,None,13,0
15105,8413,10509,0,12/13/19,None,13,0
15106,8366,10530,0,12/13/19,None,13,0
15410,8602,10757,0,1/11/20,None,13,0
15108,8486,10508,0,12/13/19,None,13,0
15112,8363,10533,0,12/14/19,None,13,0
15113,8412,10532,0,12/14/19,None,13,0
15117,7959,10531,0,12/14/19,None,13,0
15114,7305,10510,0,12/14/19,None,13,0
15411,8603,10757,0,1/11/20,None,13,0
15118,8316,10531,0,12/14/19,None,13,0
15091,8456,9192,0,12/14/19,None,13,0
15090,8362,10463,0,12/20/19,None,13,0
15123,7755,10508,0,12/16/19,None,13,0
15407,8487,10400,0,1/11/20,8/13/20,4,10400
15119,8513,10429,0,12/16/19,None,13,0
15124,8268,8766,0,12/16/19,None,13,0
15110,8286,10322,0,12/26/19,None,13,0
15125,8524,4081,0,12/26/19,None,13,0
15127,7683,10542,0,12/15/19,None,13,0
15128,8186,10541,0,12/15/19,None,13,0
2285,764,933,0,9/8/15,12/15/19,4,933
15139,5658,10522,0,12/23/19,None,13,0
13712,7574,9524,0,8/25/19,12/16/19,13,9524
15132,8241,10551,0,12/16/19,None,13,0
11023,6158,7703,0,12/9/18,12/17/19,18,7703
15142,7633,10569,0,12/18/19,None,13,0
15143,8428,10455,0,12/18/19,None,13,0
15144,8437,10485,0,12/18/19,None,13,0
14885,6161,8667,0,11/22/19,12/18/19,18,0
9778,5515,7012,0,8/19/18,12/19/19,5,7012
15147,8115,10572,0,12/19/19,None,13,0
15160,8408,10573,0,12/19/19,None,13,0
15159,8438,10577,0,12/19/19,None,13,0
15163,8461,10502,0,12/22/19,None,13,0
15164,8465,10555,0,12/20/19,None,13,0
15165,8468,10583,0,12/20/19,None,13,0
15166,8463,10538,0,12/20/19,None,13,0
15138,8464,10559,0,12/22/19,None,13,0
15162,8462,10502,0,12/22/19,None,13,0
15167,8407,10586,0,12/20/19,None,0,0
15168,8439,10545,0,12/20/19,None,13,0
15187,8476,10559,0,12/22/19,None,13,0
15170,8466,10588,0,12/20/19,None,13,0
15193,8491,10578,0,12/22/19,None,13,0
15180,8469,10547,0,12/20/19,None,13,0
15181,7900,10580,0,12/21/19,None,13,0
15198,7805,10549,3,12/22/19,None,13,0
15182,8367,10594,0,12/21/19,None,13,0
15022,8410,10426,0,12/21/19,None,13,0
15172,8351,10585,0,12/22/19,12/23/19,5,0
15184,8429,10565,0,12/21/19,None,13,0
15186,8539,10598,0,12/23/19,None,13,0
15174,8511,10585,0,12/22/19,12/23/19,9,0
15189,8542,10308,0,12/22/19,None,0,0
15190,8395,10308,0,12/22/19,None,0,0
15191,8470,10308,0,12/22/19,None,0,0
15194,8475,10554,0,12/22/19,None,13,0
15173,8478,10576,0,12/22/19,None,13,0
15185,6158,10478,0,12/22/19,None,13,0
15196,7574,10603,0,12/22/19,None,13,0
6371,3572,5160,0,9/22/17,12/21/19,4,0
15197,7804,10549,3,12/22/19,None,13,0
15231,8351,10381,0,12/23/19,None,13,0
15245,8548,10630,0,12/26/19,None,13,0
15228,8354,10621,0,12/23/19,None,13,0
15221,8041,10600,0,12/23/19,None,13,0
15223,8511,10620,0,12/26/19,None,13,0
15195,8350,10602,0,12/23/19,None,13,0
15220,8512,10619,0,12/23/19,None,13,0
15222,8472,10620,0,12/26/19,None,13,0
15225,7573,1124,0,12/23/19,None,13,0
15226,8545,1124,0,12/23/19,None,13,0
15230,8352,10381,0,12/23/19,None,13,0
15240,6896,10601,0,12/26/19,None,11,0
15243,8534,10626,0,12/26/19,None,13,0
15412,8678,10758,0,1/11/20,None,13,0
15248,8459,9818,0,12/26/19,None,13,0
15255,7973,10235,0,12/27/19,None,13,0
15254,7955,10235,0,12/27/19,None,13,0
15256,8434,10612,0,12/27/19,None,13,0
15257,8406,10641,0,12/27/19,None,13,0
15244,8489,10629,0,12/27/19,None,13,0
15259,8474,10638,0,12/27/19,None,13,0
15260,8477,10638,0,12/27/19,None,13,0
15224,7963,10604,0,12/31/19,None,13,0
15233,8163,8432,0,1/1/20,None,13,0
15276,6161,10637,0,12/30/19,None,11,0
15263,8467,10645,0,12/27/19,None,13,0
14148,7923,9394,0,9/22/19,12/30/19,11,0
15264,7424,10642,0,12/27/19,None,13,0
15258,8436,7838,0,12/28/19,None,13,0
15266,7831,10646,0,12/28/19,1/5/20,5,0
15267,8537,8782,0,12/28/19,1/4/20,4,0
15269,8566,10647,0,12/28/19,None,13,0
15305,8397,9096,0,1/4/20,None,13,0
15271,8493,8709,0,12/29/19,None,13,0
15272,7487,8688,0,12/29/19,None,13,0
15273,8146,8688,0,12/29/19,None,13,0
15274,8054,10652,0,12/29/19,None,13,0
15285,7979,10611,0,12/30/19,None,13,0
15280,7923,10662,0,12/30/19,None,0,0
15281,2509,1267,0,12/30/19,None,13,0
15265,8558,10254,0,1/6/20,None,13,0
15295,8185,10663,0,12/31/19,None,13,0
15298,8391,10667,0,12/30/19,None,0,0
15299,8494,10668,0,12/30/19,None,13,0
15413,8396,10760,0,1/11/20,None,13,0
15268,7639,10648,0,12/30/19,None,13,0
15302,7083,10660,3,12/31/19,None,13,0
15304,3572,10659,0,1/1/20,None,13,0
15308,8435,10670,0,1/1/20,None,13,0
15309,8598,10633,0,1/1/20,None,0,0
15306,8563,10650,0,1/1/20,None,13,0
15116,915,10536,0,12/30/19,1/25/20,4,0
15310,7263,10656,0,1/1/20,None,13,0
15291,8518,10664,0,1/3/20,None,11,0
15462,8633,10802,0,1/17/20,None,13,0
15312,8520,10658,0,1/3/20,None,13,0
15313,8593,10677,0,1/1/20,None,13,0
15311,8519,10679,0,1/4/20,7/11/20,4,0
15414,8552,10759,0,1/11/20,None,13,0
15444,8554,10770,0,1/14/20,None,13,0
15446,8317,10765,0,1/14/20,None,13,0
15303,8531,10659,0,1/1/20,1/14/20,4,0
15035,8376,10444,0,12/10/19,1/15/20,4,7582
15457,8632,10793,0,1/16/20,None,0,0
15361,8190,10716,0,1/16/20,None,13,0
15459,8643,9420,0,1/16/20,None,13,0
15466,8597,10802,0,1/17/20,None,13,0
15458,8636,10796,0,1/17/20,None,13,0
15470,8622,10804,0,1/17/20,None,13,0
15472,8619,10805,0,1/18/20,None,13,0
15471,6881,10798,3,1/18/20,None,13,0
15484,8586,9235,0,1/19/20,None,13,0
15485,8587,7857,0,1/19/20,None,13,0
15487,8630,10807,3,1/19/20,None,13,0
15495,8305,10818,0,1/20/20,None,13,0
15496,8546,10821,0,1/21/20,None,13,0
11971,6810,8450,3,4/3/19,1/23/20,4,0
15503,6810,10827,0,1/23/20,None,0,0
15504,8543,10832,0,1/23/20,None,13,0
15506,8664,10835,0,1/23/20,None,13,0
15500,8650,10824,0,1/23/20,None,13,0
15519,8541,10737,0,1/24/20,None,13,0
15520,8573,10756,0,1/25/20,None,13,0
15521,8319,10845,0,1/25/20,None,13,0
15494,805,10819,0,1/25/20,None,13,0
15523,8646,10847,0,1/25/20,None,13,0
15524,8376,9522,0,1/25/20,None,0,0
15525,8648,10838,0,1/25/20,None,13,0
15526,8647,10838,0,1/25/20,None,13,0
15183,7907,10594,0,12/21/19,1/28/20,18,0
14936,8349,9966,0,11/30/19,1/26/20,5,9966
15402,7897,10282,0,1/10/20,1/25/20,4,10282
15530,8473,10852,0,1/27/20,None,13,0
14951,7823,10398,0,11/29/19,1/27/20,4,0
15542,8556,10853,0,1/27/20,None,13,0
15547,8712,10862,0,1/28/20,None,13,0
15529,8719,4677,0,1/30/20,None,11,0
13215,7164,9205,0,7/25/19,1/28/20,18,9205
15555,8687,10872,0,1/29/20,None,13,0
15557,8649,10873,0,1/29/20,None,13,0
15558,7831,10865,3,1/29/20,None,13,0
15551,7897,10848,0,1/30/20,None,13,0
15560,8680,10874,0,1/30/20,None,13,0
15559,8679,10874,0,1/30/20,None,13,0
15581,8225,10880,3,2/1/20,None,13,0
15522,6812,10846,0,1/31/20,None,13,0
15563,8623,10877,0,1/30/20,None,13,0
15570,8716,10881,0,1/30/20,None,13,0
15571,915,10849,3,1/30/20,None,13,0
15397,8612,10750,0,1/31/20,None,13,0
15573,8607,10863,0,2/3/20,None,13,0
15396,8613,10750,0,1/31/20,None,13,0
15582,8764,10888,0,2/2/20,None,11,0
15579,8717,10764,0,1/31/20,None,13,0
15583,8725,10744,0,2/1/20,None,13,0
15580,8604,9095,0,2/1/20,None,13,0
15584,8611,10889,0,2/1/20,None,13,0
15588,8674,10892,0,2/2/20,None,13,0
15586,8710,10887,0,2/2/20,None,11,0
15589,8715,10893,0,2/2/20,None,13,0
15592,8631,10723,0,2/2/20,None,0,0
15572,8608,10863,0,2/3/20,None,13,0
15585,8015,10890,0,2/1/20,4/5/22,4,10890
15617,8699,10627,0,2/4/20,None,0,0
15601,8671,10897,0,2/3/20,None,13,0
15602,8483,10898,0,2/3/20,None,13,0
15603,8672,10898,0,2/3/20,None,13,0
15604,7953,5478,0,2/3/20,None,0,0
15618,8665,10903,0,2/4/20,None,13,0
15606,8707,10900,0,2/5/20,None,13,0
15608,8736,10901,0,2/3/20,None,13,0
15609,8676,10385,0,2/3/20,None,13,0
15619,7164,10238,0,2/4/20,None,13,0
15610,8652,10902,0,2/3/20,None,13,0
15615,8658,10627,0,2/4/20,None,0,0
15616,8721,10627,0,2/4/20,None,0,0
15621,8685,10135,0,2/4/20,None,13,0
15622,8320,10910,0,2/4/20,None,0,0
15626,8481,10894,0,2/4/20,None,13,0
15627,8686,9972,0,2/4/20,None,13,0
15628,8684,10911,0,2/4/20,None,0,0
15629,8681,10911,0,2/4/20,None,0,0
15630,8683,10912,0,2/4/20,None,13,0
15639,8731,9174,0,2/5/20,None,13,0
15640,8482,10907,0,2/5/20,None,13,0
15643,8480,9534,0,2/5/20,None,13,0
20360,10435,14552,0,2/17/21,None,13,0
15652,8399,10926,0,2/6/20,None,13,0
15661,8321,10577,0,2/7/20,None,13,0
15653,7951,10917,3,2/6/20,None,13,0
15660,8711,10927,0,2/14/20,None,13,0
15654,8117,10238,0,2/7/20,None,13,0
15663,8709,10934,0,2/8/20,None,13,0
15577,8063,10885,0,1/31/20,2/7/20,4,0
15670,8708,10942,0,2/9/20,None,13,0
15664,8531,10908,3,2/8/20,None,13,0
15665,8675,10925,0,2/8/20,None,13,0
15656,8749,10932,0,2/8/20,None,13,0
15671,8751,10940,0,2/9/20,None,13,0
15666,8657,10935,3,2/8/20,None,13,0
15667,8345,10937,3,2/9/20,None,13,0
15669,8666,10941,0,2/9/20,None,13,0
15662,8728,10930,0,2/7/20,2/10/20,4,10930
10285,5804,4789,0,10/7/18,2/10/20,4,0
15678,8614,10952,0,2/10/20,None,13,0
15679,8617,10953,0,2/10/20,None,13,0
5969,2899,4923,0,8/17/17,2/11/20,4,0
15686,2899,10961,0,2/11/20,None,0,0
15687,8616,10953,0,2/11/20,None,13,0
15681,8600,10954,0,2/10/20,None,13,0
15699,8644,10981,0,2/14/20,None,13,0
15680,8601,10954,0,2/10/20,None,13,0
15700,8580,10503,0,2/14/20,None,0,0
15701,8579,10970,0,2/14/20,None,13,0
15693,6778,10969,0,2/12/20,None,13,0
15702,8759,10503,0,2/14/20,None,0,0
15697,8581,10979,0,2/15/20,None,13,0
15695,8771,10976,0,2/13/20,None,13,0
15694,8582,10566,0,2/14/20,None,13,0
15698,8773,10979,0,2/15/20,None,13,0
15696,8578,10968,0,2/14/20,None,13,0
15690,8758,7101,0,2/14/20,None,13,0
15703,8761,8992,0,2/15/20,None,13,0
15704,8763,10982,0,2/15/20,None,13,0
15713,8695,646,3,2/16/20,3/8/20,13,0
15705,8312,10843,0,2/15/20,None,13,0
15722,8790,10990,0,2/17/20,2/27/20,4,10990
15714,8774,10987,0,2/16/20,None,13,0
15715,8559,10987,0,2/16/20,None,13,0
15717,1019,894,0,2/16/20,None,0,0
15721,8840,10992,0,2/17/20,None,13,0
15723,8537,10993,0,2/17/20,None,13,0
15708,8772,9216,0,2/17/20,None,13,0
15729,7466,10995,0,2/17/20,None,13,0
15730,8788,10996,0,2/17/20,None,13,0
15706,8720,10983,0,2/24/20,8/5/20,18,10983
15733,8770,11004,0,2/18/20,None,0,0
15734,7907,10993,0,2/18/20,None,13,0
15738,8789,11005,0,2/19/20,None,13,0
15739,8793,11005,0,2/19/20,None,13,0
15740,8784,11005,0,2/19/20,None,13,0
15748,8787,11015,0,2/20/20,None,13,0
15741,8808,11005,0,2/19/20,None,13,0
15742,8231,11009,0,2/19/20,None,13,0
15543,8564,10854,3,1/27/20,2/19/20,4,0
15746,8802,11013,0,2/20/20,None,13,0
15620,8618,10238,0,2/4/20,2/21/20,18,10238
15756,8767,11030,0,2/21/20,None,13,0
15757,8791,11032,0,2/22/20,None,13,0
15763,8783,11036,0,2/23/20,None,13,0
15758,8769,11029,0,2/22/20,None,13,0
15759,8669,11024,0,2/22/20,None,13,0
15764,8782,11036,0,2/23/20,None,13,0
15765,8729,11039,0,2/23/20,None,13,0
15766,8667,11040,0,2/23/20,None,13,0
15774,8677,11044,0,2/24/20,None,13,0
15771,8818,11046,0,2/25/20,None,13,0
15725,7435,7146,0,3/6/20,None,13,0
15778,8799,10883,0,2/25/20,None,0,0
15779,8827,10883,0,2/25/20,None,0,0
15780,8828,10883,0,2/25/20,None,0,0
15787,7958,10669,0,2/27/20,None,13,0
20361,11061,11859,0,2/17/21,None,13,0
15785,8768,10872,0,2/25/20,None,13,0
15781,8689,11034,0,2/25/20,None,13,0
15788,8848,10973,0,2/26/20,None,0,0
15789,8775,10973,0,2/26/20,None,0,0
15790,8792,11066,0,2/26/20,None,13,0
15792,8670,10030,0,2/27/20,None,13,0
15784,8668,11053,0,2/27/20,None,13,0
15794,5804,11069,0,3/3/20,None,13,0
15791,8696,5481,0,2/28/20,None,13,0
15795,8760,11072,0,2/28/20,None,13,0
15799,8846,11076,0,2/29/20,None,13,0
15800,8795,11077,0,2/29/20,None,13,0
15798,8841,11048,0,3/1/20,None,13,0
15806,8484,10323,0,3/9/20,12/11/20,4,0
15809,7991,8678,0,3/26/20,None,11,0
15811,8790,11082,0,3/2/20,None,13,0
15810,8739,11082,0,3/2/20,None,13,0
15819,8800,10810,0,3/3/20,None,0,0
15820,8801,10810,0,3/3/20,None,0,0
15823,6854,11088,0,3/3/20,None,13,0
15793,8762,11069,0,3/3/20,None,13,0
15825,8858,10997,0,3/4/20,None,13,0
20304,10285,14412,0,2/8/21,None,0,0
15842,8786,10880,0,3/5/20,None,13,0
15832,8851,10980,0,3/5/20,None,13,0
15834,8873,10971,0,3/4/20,None,0,0
15839,8726,11110,0,3/5/20,None,13,0
15833,8659,11104,0,3/5/20,None,13,0
15841,8690,10366,0,3/5/20,7/29/20,13,10366
15857,8813,11090,0,3/8/20,None,0,0
15855,4770,11068,3,3/6/20,None,13,0
15856,8862,11116,0,3/7/20,None,13,0
15859,8880,11090,0,3/8/20,None,0,0
15860,6953,9012,0,3/8/20,None,0,0
15861,8697,11123,3,3/8/20,None,13,0
15863,7506,11120,3,3/8/20,None,13,0
15864,8651,11119,3,3/8/20,None,13,0
20305,10284,14412,0,2/8/21,None,0,0
20306,11041,14412,0,2/8/21,None,0,0
20363,11087,14206,0,2/17/21,None,0,0
15805,8852,11079,0,3/3/20,3/10/20,4,0
15873,8809,11115,0,3/9/20,None,13,0
15874,8766,11128,0,3/9/20,None,13,0
15885,5515,9444,0,3/10/20,None,13,0
15906,8585,10650,3,3/13/20,None,13,0
15902,8804,7707,0,3/13/20,None,13,0
15900,8785,11132,3,3/11/20,None,13,0
15904,8724,11140,0,3/13/20,None,13,0
15905,8523,11140,0,3/13/20,None,13,0
15910,7298,1387,3,3/14/20,None,13,0
15912,8878,10232,0,3/15/20,None,13,0
15913,8743,9288,0,3/15/20,None,13,0
15914,8796,9288,0,3/15/20,None,13,0
15917,8850,8759,0,3/16/20,None,0,0
15927,8863,11147,0,3/17/20,None,0,0
15928,8930,11147,0,3/17/20,None,0,0
15924,8849,11154,0,3/17/20,None,13,0
15942,8905,11146,0,3/18/20,None,0,0
15943,8924,11146,0,3/18/20,None,0,0
15947,7721,11161,0,3/18/20,None,13,0
15955,3081,11188,0,3/19/20,None,13,0
15950,7823,11181,0,3/18/20,None,13,0
15954,8838,11197,0,3/19/20,None,13,0
15960,8916,11191,0,3/19/20,None,13,0
15972,7256,11162,0,3/20/20,4/3/20,4,0
15976,8833,11166,0,3/20/20,None,13,0
15978,1545,11190,0,3/20/20,None,13,0
15980,8923,11211,0,3/20/20,None,13,0
15982,8610,11212,0,3/20/20,None,13,0
15977,8918,11203,0,3/20/20,None,13,0
16047,8805,11253,0,3/26/20,None,13,0
15996,8740,11236,0,3/27/20,None,13,0
15989,8348,11223,0,3/21/20,None,13,0
15993,8870,11214,0,3/22/20,None,13,0
15994,8837,11213,0,3/22/20,None,13,0
15999,3930,6297,0,3/23/20,None,13,0
16002,8876,11232,0,3/23/20,None,13,0
16005,8845,11209,0,3/23/20,None,13,0
16004,8420,1723,0,3/23/20,None,13,0
16016,8925,11247,0,3/26/20,None,13,0
20309,11076,14495,0,2/8/21,None,13,0
16018,8839,11255,0,3/24/20,None,13,0
16019,4973,11225,0,3/24/20,None,13,0
16025,9016,11248,0,3/24/20,None,13,0
15992,7266,11210,0,3/25/20,3/27/20,5,0
16027,8879,11256,0,3/25/20,None,13,0
16036,8829,11258,0,3/25/20,None,13,0
16030,8929,11224,0,3/25/20,None,13,0
16037,8913,11257,0,3/25/20,None,13,0
16045,8051,10313,0,3/26/20,None,13,0
16042,8962,11272,0,3/26/20,None,13,0
16046,8490,11253,0,3/26/20,3/28/20,4,11253
16049,8903,11262,0,4/10/20,None,11,0
16050,8832,11278,0,3/26/20,None,13,0
16054,8844,11234,0,3/27/20,None,13,0
16055,8970,11273,0,3/27/20,None,13,0
16057,8653,11284,0,3/27/20,None,13,0
16060,8976,7968,0,3/27/20,None,13,0
16063,8063,11231,0,3/28/20,None,13,0
16031,8972,11264,0,4/10/20,None,13,0
16083,8992,11306,0,3/31/20,None,13,0
16068,7266,11285,0,3/30/20,None,13,0
16069,8966,11285,0,3/30/20,None,13,0
16070,8975,1162,0,3/30/20,None,13,0
20310,11062,14495,0,2/8/21,None,13,0
16071,8738,11280,0,3/30/20,None,13,0
16067,8973,11196,0,3/31/20,None,13,0
16074,8969,11294,0,3/31/20,None,13,0
16073,9000,11270,0,3/31/20,None,13,0
16075,8967,11304,0,3/31/20,None,13,0
16079,7686,11260,0,3/31/20,None,13,0
16080,8746,11290,0,3/31/20,None,13,0
16081,8945,11290,0,3/31/20,None,13,0
15858,8917,11090,0,3/8/20,3/31/20,8,0
16088,7456,11291,0,4/1/20,None,13,0
16089,8935,11153,0,4/1/20,None,0,0
16090,8980,11153,0,4/1/20,None,0,0
16095,8965,11080,0,4/1/20,None,13,0
16091,8921,11286,0,4/1/20,None,13,0
16058,8968,11281,0,3/27/20,3/25/22,5,11281
16092,8922,11286,0,4/1/20,None,13,0
16093,8806,11080,0,4/1/20,None,13,0
16096,8695,11314,0,4/1/20,None,13,0
16097,8940,11293,0,4/1/20,None,13,0
16101,8999,11323,0,4/2/20,None,13,0
16103,8874,11325,0,4/2/20,None,13,0
13476,7612,596,0,8/9/19,None,11,0
16104,8864,10475,0,4/2/20,None,13,0
13477,7614,596,0,8/9/19,None,11,0
13473,7512,596,0,8/9/19,None,11,0
13478,7153,596,0,8/9/19,None,11,0
16121,8961,11310,0,4/6/20,None,13,0
16109,8995,9889,0,4/2/20,None,13,0
16051,8798,11259,0,3/26/20,4/2/20,4,0
16112,8996,11295,0,4/3/20,None,13,0
16113,8642,11048,0,4/3/20,None,13,0
16114,8934,11222,0,4/3/20,None,13,0
16115,9001,11311,0,4/3/20,None,13,0
16117,7916,11320,0,4/3/20,None,13,0
16127,8904,11282,0,4/6/20,None,13,0
16119,8979,11239,0,4/7/20,None,13,0
16140,8798,11350,0,4/7/20,None,13,0
16141,8816,11334,0,4/7/20,None,13,0
16142,8852,11339,0,4/8/20,None,13,0
16143,8933,11345,0,4/8/20,None,13,0
16145,8479,11346,0,4/8/20,None,13,0
16146,9025,11335,0,4/8/20,None,13,0
16147,8441,11338,0,4/9/20,None,13,0
16148,9020,11356,0,4/9/20,None,13,0
15041,8451,10466,0,12/7/19,4/6/20,18,10466
16149,9023,10553,0,4/9/20,None,13,0
15449,98,10792,0,1/15/20,4/9/20,4,10792
16150,9053,11316,0,4/9/20,None,13,0
16162,8663,11386,0,4/13/20,None,13,0
16151,9028,11365,0,4/9/20,None,13,0
16152,9051,11353,0,4/9/20,None,13,0
16163,8514,11386,0,4/13/20,None,13,0
16153,7949,11337,0,4/10/20,None,13,0
16160,9032,11193,0,4/13/20,None,13,0
16164,8645,9215,0,4/16/20,None,13,0
16156,9027,11363,0,4/10/20,None,13,0
16157,9021,11363,0,4/10/20,None,13,0
16166,8956,11390,0,4/14/20,None,13,0
16173,7640,11398,0,4/15/20,None,13,0
16165,8963,11204,0,4/14/20,None,13,0
16176,9058,11384,0,4/15/20,None,13,0
16181,9022,11406,0,4/16/20,None,13,0
16144,79,11348,0,4/8/20,4/17/20,5,11348
9298,4904,6663,3,7/12/18,4/17/20,18,6663
16187,9036,11383,0,4/17/20,None,13,0
16186,8888,11396,0,4/20/20,None,13,0
16190,9037,11420,0,4/17/20,None,13,0
16192,9035,11420,0,4/17/20,None,13,0
20314,11082,14493,3,2/8/21,None,13,0
16185,8915,12557,0,4/17/20,None,13,0
16193,8577,11148,0,4/17/20,4/20/20,4,11148
16194,79,4385,0,4/20/20,7/29/20,13,0
16195,8927,11423,0,4/20/20,None,0,0
16196,9034,11443,0,4/21/20,None,13,0
16198,8912,11444,0,4/21/20,None,13,0
16199,8673,8982,0,4/21/20,None,13,0
16216,8997,1079,0,4/23/20,None,13,0
16215,6590,11455,0,4/22/20,None,13,0
16200,8955,11440,0,4/23/20,None,13,0
16201,8954,11440,0,4/23/20,None,13,0
16218,8826,11442,0,4/23/20,None,13,0
16219,8951,11460,0,4/23/20,5/29/20,9,11460
16217,8882,8759,0,4/23/20,None,13,0
16231,8577,6169,0,4/24/20,None,13,0
16229,8892,11470,0,4/24/20,None,13,0
16230,8160,4094,0,4/24/20,None,13,0
16232,9031,11434,0,4/24/20,None,0,0
16233,7163,11424,0,4/24/20,None,13,0
16234,8978,11471,0,4/24/20,None,13,0
16235,8565,11471,0,4/24/20,None,13,0
16236,8335,7428,0,4/25/20,None,0,0
16226,9075,11449,0,4/27/20,None,13,0
16237,7226,11452,0,4/27/20,None,13,0
16214,9070,11458,0,5/1/20,None,13,0
16238,8592,11452,0,4/27/20,None,13,0
15428,8555,10728,0,1/12/20,4/30/20,4,10728
16240,8682,11490,0,4/27/20,None,13,0
16252,8382,10323,0,4/28/20,None,13,0
16243,9059,11387,0,4/30/20,None,13,0
15424,8553,10728,0,1/12/20,4/30/20,4,10728
16282,9067,11510,0,5/1/20,None,13,0
16274,8991,11487,0,5/1/20,None,13,0
16284,4904,11506,0,5/1/20,None,13,0
16283,8928,11495,0,5/4/20,None,13,0
16287,8553,11512,0,5/1/20,None,0,0
16288,8555,11512,0,5/1/20,None,0,0
16293,7957,11357,0,5/1/20,None,13,0
16294,9071,11484,0,5/1/20,None,13,0
16296,9044,11093,0,5/3/20,None,0,0
16295,9043,11093,0,5/3/20,None,11,0
16297,9045,11093,0,5/3/20,None,0,0
16307,8909,11502,0,5/4/20,None,13,0
16298,8943,11515,0,5/4/20,None,13,0
16299,9002,11230,0,5/4/20,None,0,0
16300,8936,11230,0,5/4/20,None,0,0
16302,8977,11429,0,5/4/20,None,13,0
16308,8944,11502,0,5/4/20,None,13,0
16304,8942,11395,0,5/4/20,None,13,0
12402,7052,8699,0,5/20/19,5/4/20,11,0
16309,8755,11416,0,5/4/20,None,13,0
16316,8939,11524,0,5/5/20,None,13,0
16314,9069,6911,0,5/5/20,None,13,0
16317,9038,11521,0,5/5/20,None,13,0
16332,9039,6266,0,5/6/20,None,13,0
16333,8754,11528,0,5/6/20,None,13,0
16334,8757,11528,0,5/6/20,None,13,0
13687,7752,9498,0,8/22/19,5/6/20,5,0
16335,7752,11550,0,5/6/20,None,0,0
16336,8994,11540,0,5/6/20,None,13,0
16337,9079,11520,0,5/6/20,None,13,0
16348,9093,11549,0,5/8/20,None,13,0
16339,8753,11533,0,5/6/20,None,13,0
16340,6559,3525,0,5/6/20,None,0,0
16341,8756,11541,0,5/7/20,5/23/20,13,0
16343,7052,11565,0,5/7/20,None,13,0
16344,9092,11522,0,5/7/20,None,13,0
16338,9074,11505,0,5/8/20,None,13,0
16346,8907,11561,0,5/8/20,None,13,0
16363,8914,11599,0,5/11/20,None,13,0
16357,9095,11486,0,5/8/20,None,13,0
16301,9026,10755,0,5/4/20,5/9/20,13,0
16366,8941,11576,0,5/11/20,None,13,0
16367,9026,11545,0,5/11/20,None,13,0
16368,9091,11605,0,5/1/20,None,0,0
16370,9024,11577,0,5/12/20,None,0,0
16372,8890,11581,0,5/12/20,None,0,0
14830,8336,10288,0,11/17/19,5/12/20,0,10288
16360,9105,11301,0,5/13/20,None,0,0
16351,9077,4230,0,5/8/20,4/30/22,13,4230
16350,9078,4230,0,5/8/20,4/30/22,13,4230
16378,8609,11557,0,5/13/20,None,13,0
16374,9100,11586,0,5/13/20,None,13,0
16379,8891,7046,0,5/13/20,None,13,0
16398,9097,11634,0,5/14/20,None,13,0
16382,9104,11609,0,5/13/20,None,13,0
16380,9056,11630,0,5/13/20,None,13,0
16399,9101,11634,0,5/14/20,None,13,0
16395,9167,11450,0,5/14/20,None,13,0
16396,9166,11450,0,5/14/20,None,13,0
16415,9082,11582,0,5/15/20,None,13,0
16400,9109,11636,0,5/14/20,None,13,0
16409,8908,11594,0,5/15/20,None,13,0
16401,9194,11617,0,5/14/20,None,13,0
16410,9084,11594,0,5/15/20,None,13,0
16406,9083,11355,0,5/15/20,None,13,0
16414,9054,11055,0,5/15/20,None,13,0
16411,9064,11501,0,5/15/20,None,13,0
16412,9065,11501,0,5/15/20,None,13,0
16413,9066,11553,0,5/15/20,None,13,0
11625,6662,8177,3,2/17/19,5/15/20,4,8177
11624,6664,8177,3,2/17/19,5/15/20,4,8177
16420,9102,11629,0,5/15/20,None,13,0
16421,9098,11646,0,5/15/20,None,13,0
16422,9112,11646,0,5/15/20,None,13,0
16423,9081,11651,0,5/16/20,None,13,0
16189,9042,11416,0,4/17/20,5/16/20,4,0
16424,9008,11267,0,5/22/20,None,13,0
